"dept_name","last_name","first_name"
"Sales","Maginnis","Bikash"
"Sales","Yurek","Zhongwei"
"Sales","Farrag","Divier"
"Sales","Muhlberg","Ipke"
"Sales","Reeken","Venkatesan"
"Sales","Motley","Baoqiu"
"Sales","Esposito","Akeel"
"Sales","Staelin","Arra"
"Sales","Manders","Zhonghua"
"Sales","Moehrke","Patricia"
"Sales","Kirkerud","Remmert"
"Sales","Lorys","Tesuro"
"Sales","Setlzner","Cordelia"
"Sales","Flasterstein","DeForest"
"Sales","Iisaku","Candida"
"Sales","Aingworth","Mana"
"Sales","Jonsson","Oddvar"
"Sales","Cyre","Gaurav"
"Sales","Maraist","Charlene"
"Sales","Lortz","Kiyomitsu"
"Sales","Birdsall","Sumant"
"Sales","Erde","Niranjan"
"Sales","Norsworthy","Tzu"
"Sales","Rotem","Poornachandra"
"Sales","Lorcy","Sibyl"
"Sales","Pews","Yechezkel"
"Sales","Coorg","Zhilian"
"Sales","Zolotykh","Syozo"
"Sales","Vidya","Baziley"
"Sales","Pleszkun","Moon"
"Sales","Piazza","Aemilian"
"Sales","Ratzlaff","Mads"
"Sales","Ranum","Xiong"
"Sales","Braccini","Odysseas"
"Sales","Kalsbeek","Doowon"
"Sales","Siprelle","Karlis"
"Sales","Feinberg","Panayotis"
"Sales","Yamaashi","Xinan"
"Sales","Serdy","Mostafa"
"Sales","Eugenio","Pranay"
"Sales","Kuzuoka","Nobuyoshi"
"Sales","Beznosov","Nevio"
"Sales","Erde","Aron"
"Sales","DeMori","Larisa"
"Sales","Peot","Sachin"
"Sales","Barreiro","Yannik"
"Sales","Isaac","Hairong"
"Sales","Garnick","Urs"
"Sales","Grandbois","Suebskul"
"Sales","Garrabrants","Aamer"
"Sales","Chinal","Miyeon"
"Sales","Zhang","Chenxi"
"Sales","Redmiles","Berni"
"Sales","Poupard","Huan"
"Sales","Brizzi","Kwangho"
"Sales","Lenart","Nikolaus"
"Sales","Narahara","Yongqiao"
"Sales","Pfau","Howell"
"Sales","Ratnakar","Subhankar"
"Sales","Rosar","Miomir"
"Sales","Haumacher","Honesty"
"Sales","Ballarin","Chikara"
"Sales","Gimarc","Amabile"
"Sales","Hofting","Juichirou"
"Sales","Hardjono","Udi"
"Sales","Uehara","Jaideep"
"Sales","Khasidashvili","Hatim"
"Sales","Braccini","Jeanne"
"Sales","Koyama","Masamitsu"
"Sales","Heydon","Arch"
"Sales","Lammel","Weicheng"
"Sales","Garnier","Kendra"
"Sales","Krone","Yoshimitsu"
"Sales","Akazan","Oksana"
"Sales","Menyhert","Suvo"
"Sales","Vesna","Jingling"
"Sales","Schicker","Heekeun"
"Sales","Randt","Alassane"
"Sales","Eugenio","Oguz"
"Sales","Denos","Yannik"
"Sales","Syrotiuk","Achilleas"
"Sales","Driscoll","Mooi"
"Sales","Kilgour","Kwangsub"
"Sales","Uhrig","Soenke"
"Sales","Solovay","Arif"
"Sales","Luga","Mihalis"
"Sales","Winter","Genki"
"Sales","Ibel","Shao"
"Sales","Peres","Chaitali"
"Sales","Kruskal","Kish"
"Sales","Sluis","Uri"
"Sales","Feldmann","Kristine"
"Sales","Gadepally","Marek"
"Sales","Mondadori","Yongmao"
"Sales","Salverda","Honglan"
"Sales","Farris","Kerryn"
"Sales","Pettis","Olivera"
"Sales","Gerlach","Jingling"
"Sales","Milicic","Shai"
"Sales","Hopewell","Yahiko"
"Sales","Gruenwald","Cullen"
"Sales","Penz","Stein"
"Sales","Lamba","Izaskun"
"Sales","Goldhammer","Barton"
"Sales","Vesna","Niteen"
"Sales","Ranka","Geoffry"
"Sales","Casley","Tonia"
"Sales","Gonthier","Avishai"
"Sales","Nanard","Shih"
"Sales","Zongker","Mechthild"
"Sales","Makinen","Leszek"
"Sales","Mullainathan","Theron"
"Sales","DasSarma","Horward"
"Sales","Merel","Sadok"
"Sales","Herath","Saniya"
"Sales","Rosenbaum","Gita"
"Sales","Makrucki","Georgy"
"Sales","Melter","Lubomir"
"Sales","Morrey","Yaghout"
"Sales","Farrow","Hatem"
"Sales","Feldmann","Petter"
"Sales","Thimonier","Chandrasekaran"
"Sales","Rusterholz","Shawna"
"Sales","Swick","Shahaf"
"Sales","Kobara","Jiafu"
"Sales","Zykh","Zhongwei"
"Sales","Basart","Goo"
"Sales","Siksek","Kensyu"
"Sales","Lindqvist","Shigeo"
"Sales","Decaestecker","Kyoichi"
"Sales","Bael","Pragnesh"
"Sales","Morton","Seshu"
"Sales","Farris","Laurentiu"
"Sales","Escriba","Stamatina"
"Sales","Parveen","Zhonghua"
"Sales","Rajala","Jouni"
"Sales","Krohm","Dekang"
"Sales","Akaboshi","Rosalyn"
"Sales","Openshaw","Siamak"
"Sales","Badache","Weicheng"
"Sales","Mitchem","Valter"
"Sales","Paciorek","Arunas"
"Sales","Setia","Izaskun"
"Sales","Brookner","Luigi"
"Sales","Tetzlaff","Gino"
"Sales","Driscoll","Dung"
"Sales","Zastre","Gregory"
"Sales","Syang","Hatem"
"Sales","Theuretzbacher","Angel"
"Sales","Blokdijk","Spyrose"
"Sales","Lammel","Parke"
"Sales","Takanami","Mara"
"Sales","Bhattacharjee","Supot"
"Sales","Braccini","Mohit"
"Sales","Kuszyk","LiMin"
"Sales","Schaad","Hitofumi"
"Sales","Molberg","Shuji"
"Sales","Benzaken","Maik"
"Sales","Cichocki","Sreenivas"
"Sales","Belinskaya","Bogdan"
"Sales","Perl","Gunilla"
"Sales","Beeson","Lillian"
"Sales","Hettesheimer","Tiina"
"Sales","Boissier","Gad"
"Sales","Itschner","Naraig"
"Sales","Wendorf","Arunas"
"Sales","Mandell","Claude"
"Sales","Krohm","Tadahiro"
"Sales","Baar","Florian"
"Sales","Driscoll","Jianwen"
"Sales","Mullainathan","Hidde"
"Sales","Pfau","Elvis"
"Sales","Schmittgen","Marl"
"Sales","Lorie","Xiaoshan"
"Sales","Validov","Giri"
"Sales","Setia","Fumiya"
"Sales","Yurek","Huai"
"Sales","Liesche","Aimee"
"Sales","Casley","Neven"
"Sales","Crouzet","Licheng"
"Sales","Stafford","Heng"
"Sales","Perng","Rimli"
"Sales","Salverda","Radhika"
"Sales","Lamba","Dipankar"
"Sales","Ligten","Arco"
"Sales","Remmele","Sergi"
"Sales","Cooley","Owen"
"Sales","Porenta","Jacqueline"
"Sales","Hutton","Spyrose"
"Sales","Zucker","Kazuhide"
"Sales","Keirsey","Mohammad"
"Sales","Walston","Dinkar"
"Sales","England","Eckart"
"Sales","Beerel","Paraskevi"
"Sales","Bennis","Hidefumi"
"Sales","Angot","Mohan"
"Sales","Frolund","Gift"
"Sales","Szmurlo","Alejandro"
"Sales","Hellwagner","Yoshimitsu"
"Sales","Sessa","Subhash"
"Sales","Madeira","Khalil"
"Sales","Frolund","Yagil"
"Sales","Moehrke","Toshimi"
"Sales","Siksek","Mayumi"
"Sales","Jansen","Satoru"
"Sales","Rosen","Arunas"
"Sales","Isaac","Waiman"
"Sales","Heystek","Idoia"
"Sales","Schaad","Alagu"
"Sales","Kobuchi","Keiichiro"
"Sales","Zirintsis","Arvind"
"Sales","Schiper","Zine"
"Sales","Journel","Utpal"
"Sales","Morrin","Rosella"
"Sales","Bahi","Mandell"
"Sales","Wilfing","Marek"
"Sales","Unno","Sajjan"
"Sales","Pouyioutas","Hiroyasu"
"Sales","Comellas","Jianhua"
"Sales","Masand","Arve"
"Sales","Garnick","Quingbo"
"Sales","Kowalchuk","Sanjiv"
"Sales","Erie","Haldon"
"Sales","Ginesta","Shichao"
"Sales","Soicher","Shan"
"Sales","Kilgore","Deborah"
"Sales","Goodrum","Shaw"
"Sales","Hasham","Fun"
"Sales","Whittlesey","Mountaz"
"Sales","Horswill","Arve"
"Sales","Thiria","Pranas"
"Sales","Itschner","Kankanahalli"
"Sales","Janocha","Moty"
"Sales","Barbanera","Kyoichi"
"Sales","Pusterhofer","Maria"
"Sales","Ranta","Tomofumi"
"Sales","Breugel","Maja"
"Sales","Klassen","Jianhua"
"Sales","Boyle","Thodoros"
"Sales","Billawala","Hein"
"Sales","Rabejac","Koldo"
"Sales","Pell","Goncalo"
"Sales","Axelband","Flemming"
"Sales","Foote","Ebru"
"Sales","Narahari","Uta"
"Sales","Huxford","Fay"
"Sales","Siepmann","Adil"
"Sales","Guting","Keiichiro"
"Sales","Rissland","Oldrich"
"Sales","Dredge","Cheong"
"Sales","Peternell","Martial"
"Sales","Hofting","Oguz"
"Sales","Yurov","Munehiro"
"Sales","Alpin","Bokyung"
"Sales","Yurov","Neelam"
"Sales","Rissanen","Koldo"
"Sales","Herath","Bikash"
"Sales","Melter","Demin"
"Sales","Rissland","Ottavia"
"Sales","Akaboshi","Val"
"Sales","Basart","Hatsukazu"
"Sales","Danner","Zeydy"
"Sales","Swiler","Xumin"
"Sales","Staudhammer","Valeri"
"Sales","Ghemri","Nectarios"
"Sales","Tzvieli","Froduald"
"Sales","Beidas","Fumitake"
"Sales","Diderrich","Toney"
"Sales","Halevi","Luerbio"
"Sales","Baba","Randy"
"Sales","Rebaine","Tremaine"
"Sales","Iivonen","Sanjit"
"Sales","Hofstetter","Nevio"
"Sales","Condotta","Dipayan"
"Sales","Leivant","Bouchung"
"Sales","Chartres","Giri"
"Sales","Narwekar","Sreekrishna"
"Sales","Kalloufi","Sanjai"
"Sales","Sidje","Danco"
"Sales","Armand","Masadi"
"Sales","Picaronny","Mana"
"Sales","Lortz","Yucel"
"Sales","Coorg","Subhada"
"Sales","Yoshizawa","LiMin"
"Sales","Piancastelli","Kamakshi"
"Sales","Karlin","Reuven"
"Sales","Besselaar","Youjian"
"Sales","Itschner","Fumino"
"Sales","Halevi","Xiaocheng"
"Sales","Lortz","Dipankar"
"Sales","Delaune","Mohammad"
"Sales","Peek","Caolyn"
"Sales","Milicia","Renee"
"Sales","Kitsuregawa","Atilio"
"Sales","Kisuki","Sachin"
"Sales","Cardazo","Kristin"
"Sales","Porotnikoff","Chaoyi"
"Sales","Liesche","Fumitaka"
"Sales","Matzen","Toshimori"
"Sales","Krohn","Cordelia"
"Sales","Budinsky","Fun"
"Sales","Garigliano","Tua"
"Sales","Sullins","Beshir"
"Sales","Ducloy","Shuichi"
"Sales","Cusworth","Masato"
"Sales","Matteis","Lijia"
"Sales","Yurek","Etsuo"
"Sales","Manderick","Jongsuk"
"Sales","Penttonen","Tianruo"
"Sales","Dahlbom","Xuejia"
"Sales","Versino","Gor"
"Sales","Bazelow","Kirk"
"Sales","Stille","Tzu"
"Sales","Encarnacion","Dmitry"
"Sales","Feldmann","Tuval"
"Sales","Rusmann","Khedija"
"Sales","Ducloy","Charmane"
"Sales","Ferretti","Xiaoqiang"
"Sales","Juneja","Tamiya"
"Sales","Brattka","Teiji"
"Sales","Chepyzhov","Shaowei"
"Sales","Ferretti","Oldrich"
"Sales","McConalogue","Ziya"
"Sales","Kobara","Marsal"
"Sales","Desikan","Tremaine"
"Sales","Avouris","Gadiel"
"Sales","Speer","Denny"
"Sales","Christ","Elvia"
"Sales","Osgood","Constantino"
"Sales","Schnelling","Sandeepan"
"Sales","Kisuki","Yongdong"
"Sales","Weedon","Mingdong"
"Sales","Brendel","Mamdouh"
"Sales","Range","Licheng"
"Sales","Gronowski","Lein"
"Sales","Braccini","Rildo"
"Sales","Delgrossi","Sugwoo"
"Sales","Schnelling","Magy"
"Sales","Albarhamtoshy","Pranas"
"Sales","Capobianchi","Masaru"
"Sales","Otillio","Kwangho"
"Sales","Bahr","Jongsuk"
"Sales","Sidou","Subhrajyoti"
"Sales","Choobineh","Fumino"
"Sales","Tsukune","Etsuo"
"Sales","Usery","Demin"
"Sales","Trogemann","Yakichi"
"Sales","Koyama","Eirik"
"Sales","Maierhofer","Arve"
"Sales","Ranst","Surveyors"
"Sales","Legleitner","Shietung"
"Sales","Berendt","Takushi"
"Sales","DiGiano","Hongzue"
"Sales","Mayerwieser","Shih"
"Sales","Veldwijk","Barry"
"Sales","Stentiford","Becky"
"Sales","Sury","Fumiko"
"Sales","Przulj","Taiji"
"Sales","Ritcey","Alejandro"
"Sales","Wallrath","Jianhao"
"Sales","Conta","Xiping"
"Sales","Baig","Reinhard"
"Sales","Peir","Junsik"
"Sales","Fargier","Macha"
"Sales","Plavsic","Anoosh"
"Sales","Eiron","Shigeaki"
"Sales","Parascandalo","Mokhtar"
"Sales","Hiroyama","Oguz"
"Sales","Kilgore","Greger"
"Sales","Leslie","Szabolcs"
"Sales","Wynblatt","Vidya"
"Sales","Nitta","Mahmut"
"Sales","Chartres","Sukumar"
"Sales","Schapire","IEEE"
"Sales","Plump","Maya"
"Sales","Nishimukai","Gal"
"Sales","Perna","Fai"
"Sales","Genther","Mooi"
"Sales","Peternell","Jamaludin"
"Sales","Bardell","Mayuko"
"Sales","Siepmann","Sarita"
"Sales","Ramsey","Geraldo"
"Sales","Marciano","Troy"
"Sales","Remmele","Tesuro"
"Sales","Engberts","Falguni"
"Sales","Greibach","Snehasis"
"Sales","Takanami","Stevo"
"Sales","Sury","Itzchak"
"Sales","Schaad","Bogdan"
"Sales","Botman","Duangkaew"
"Sales","Borstler","Babette"
"Sales","Stanger","Bikash"
"Sales","Marrakchi","Gennadi"
"Sales","Manderick","Tristan"
"Sales","Fontet","Alain"
"Sales","Krychniak","Siddarth"
"Sales","Syrotiuk","Willard"
"Sales","Underwood","Tonia"
"Sales","Orlowski","Ramachenga"
"Sales","Khasidashvili","Shmuel"
"Sales","Georgakopoulos","Katsuo"
"Sales","Erde","Masato"
"Sales","Ertl","Taisook"
"Sales","Beausoleil","Macha"
"Sales","Kading","Emdad"
"Sales","Setiz","Caolyn"
"Sales","Hofting","Shaowen"
"Sales","Nitsch","Vasilis"
"Sales","Thiran","Seshu"
"Sales","Emiris","Sverrir"
"Sales","Gecsel","Persi"
"Sales","Encarnacion","Abdulla"
"Sales","Barvinok","Nalini"
"Sales","Peot","Susuma"
"Sales","Tsukuda","Nahla"
"Sales","Chachaty","Adin"
"Sales","Sankaranarayanan","Masali"
"Sales","Maginnis","Zhiwei"
"Sales","Puoti","Barton"
"Sales","Ranze","Zhonghui"
"Sales","Fargier","Weiyi"
"Sales","Dulin","Marco"
"Sales","Benveniste","Atreye"
"Sales","Aseltine","Tristan"
"Sales","Schapiro","Kazuhiro"
"Sales","Aumann","Claudi"
"Sales","Leuchs","Marlo"
"Sales","Standera","Baocai"
"Sales","Lampe","Qingxiang"
"Sales","Rotem","Pranav"
"Sales","Bojadziev","Mong"
"Sales","Siegrist","Maria"
"Sales","Leslie","Henk"
"Sales","Lund","Remzi"
"Sales","Laventhal","Gererd"
"Sales","Perry","Khosrow"
"Sales","Eickenmeyer","Tokuyasu"
"Sales","Weedon","Danco"
"Sales","Sichman","Zhigen"
"Sales","Sanella","Guozhong"
"Sales","Gubsky","Charmane"
"Sales","Hardjono","Feixiong"
"Sales","Beetstra","Sariel"
"Sales","Pettis","Uta"
"Sales","Masand","Shim"
"Sales","McFarlan","Zorica"
"Sales","Koblick","Marek"
"Sales","Kalloufi","Tomoyuki"
"Sales","Koprowski","Qunsheng"
"Sales","Barriga","Kinh"
"Sales","Ananiadou","Gita"
"Sales","Hitomi","Weicheng"
"Sales","Mitzlaff","Sajjan"
"Sales","Ertl","Unal"
"Sales","Leuchs","Chinho"
"Sales","Boissier","Munehiro"
"Sales","Crabtree","Irena"
"Sales","Molenkamp","Jungsoon"
"Sales","Babu","Shahid"
"Sales","Barreiro","Samphel"
"Sales","Underwood","Kristian"
"Sales","Usery","Xiong"
"Sales","Busillo","Leif"
"Sales","Trogemann","Nobuyoshi"
"Sales","Kroha","Arne"
"Sales","Bondorf","Poornachandra"
"Sales","Krone","Itzchak"
"Sales","Terwilliger","Suebskul"
"Sales","Janetzko","Licheng"
"Sales","Kopetz","Alain"
"Sales","Kriebel","Mechthild"
"Sales","Sinitsyn","Richard"
"Sales","Selvestrel","Uri"
"Sales","Peroz","Shunichi"
"Sales","Anick","Aluzio"
"Sales","Akiyama","Martijn"
"Sales","Demian","Margareta"
"Sales","Ritcey","Aloke"
"Sales","Hammerschmidt","Paloma"
"Sales","Selvestrel","Suzette"
"Sales","Merle","Lijia"
"Sales","Coors","Marsja"
"Sales","Brlek","Cedric"
"Sales","Wixon","Souichi"
"Sales","Vandervoorde","Pranjal"
"Sales","Hempstead","Arvind"
"Sales","Oxman","Yefim"
